datetime,duration,magnitude,ons type,V max,B max,ons_label,t_izmiran
2022-09-01 03:00:00,24,0.52,,583.0,7.8,,2022-09-01 03:00:00
2022-09-02 06:00:00,21,0.73,,459.0,8.2,,2022-09-02 06:00:00
2022-09-03 06:00:00,16,0.51,,575.0,10.6,,2022-09-03 06:00:00
2022-09-04 00:00:00,19,0.94,,717.0,10.7,,2022-09-04 00:00:00
2022-09-04 22:00:00,93,1.97,,688.0,8.2,,2022-09-04 22:00:00
2022-09-08 23:00:00,30,0.61,,517.0,6.3,,2022-09-08 23:00:00
2022-09-10 10:00:00,34,0.37,,483.0,6.2,,2022-09-10 10:00:00
2022-09-12 02:00:00,31,0.34,,427.0,6.4,,2022-09-12 02:00:00
2022-09-14 02:00:00,17,0.63,,326.0,8.6,,2022-09-14 02:00:00
2022-09-14 21:00:00,39,1.82,,349.0,16.0,,2022-09-14 21:00:00
2022-09-17 01:00:00,19,0.4,,361.0,9.9,,2022-09-17 01:00:00
2022-09-17 23:00:00,32,2.1,,520.0,10.9,,2022-09-17 23:00:00
2022-09-19 12:00:00,13,0.57,,496.0,7.1,,2022-09-19 12:00:00
2022-09-20 03:00:00,28,0.62,,497.0,5.7,,2022-09-20 03:00:00
2022-09-21 11:00:00,19,0.54,,473.0,5.9,,2022-09-21 11:00:00
2022-09-22 09:00:00,32,0.76,,424.0,10.4,,2022-09-22 09:00:00
2022-09-23 22:00:00,56,0.55,,441.0,7.9,,2022-09-23 22:00:00
2022-09-26 23:00:00,34,2.51,,657.0,25.0,,2022-09-26 23:00:00
2022-09-28 15:00:00,32,0.74,,538.0,6.3,,2022-09-28 15:00:00
2022-09-30 05:16:00,30,1.28,SSC,590.0,11.7,ICME-shock,2022-09-30 05:16:00
2022-10-01 16:00:00,24,0.46,,469.0,9.2,,2022-10-01 16:00:00
2022-10-02 20:00:00,26,0.83,,556.0,14.4,,2022-10-02 20:00:00
2022-10-04 01:00:00,34,1.54,,600.0,7.8,,2022-10-04 01:00:00
2022-10-05 17:00:00,34,0.76,,530.0,7.6,,2022-10-05 17:00:00
2022-10-07 12:00:00,22,0.4,,539.0,7.3,,2022-10-07 12:00:00
2022-10-08 13:00:00,26,0.65,,605.0,6.6,,2022-10-08 13:00:00
2022-10-09 18:00:00,20,0.34,,647.0,5.2,,2022-10-09 18:00:00
2022-10-11 18:00:00,29,0.31,,436.0,4.1,,2022-10-11 18:00:00
2022-10-13 20:00:00,21,1.3,,392.0,16.5,,2022-10-13 20:00:00
2022-10-14 20:00:00,27,1.73,,548.0,13.1,,2022-10-14 20:00:00
2022-10-16 02:00:00,82,0.53,,623.0,6.2,,2022-10-16 02:00:00
2022-10-20 10:00:00,23,0.42,,452.0,6.6,,2022-10-20 10:00:00
2022-10-21 13:00:00,35,1.29,,388.0,11.7,,2022-10-21 13:00:00
2022-10-23 07:00:00,62,0.63,,558.0,11.8,,2022-10-23 07:00:00
2022-10-25 22:00:00,21,0.37,,378.0,5.0,,2022-10-25 22:00:00
2022-10-26 22:00:00,34,0.35,,449.0,8.1,,2022-10-26 22:00:00
2022-10-28 15:00:00,63,0.4,,562.0,11.6,,2022-10-28 15:00:00
2022-10-31 07:00:00,44,0.43,,476.0,5.6,,2022-10-31 07:00:00
2022-11-02 03:00:00,37,0.84,,513.0,10.0,,2022-11-02 03:00:00
2022-11-03 16:00:00,55,0.46,,634.0,9.5,,2022-11-03 16:00:00
2022-11-07 00:00:00,34,3.19,,406.0,14.2,,2022-11-07 00:00:00
2022-11-08 18:00:00,37,0.37,,363.0,8.3,,2022-11-08 18:00:00
2022-11-10 18:00:00,18,0.48,,346.0,8.1,,2022-11-10 18:00:00
2022-11-11 14:00:00,92,1.32,,481.0,12.8,,2022-11-11 14:00:00
2022-11-17 10:00:00,20,0.25,,376.0,7.1,,2022-11-17 10:00:00
2022-11-18 19:00:00,32,0.98,,374.0,11.4,,2022-11-18 19:00:00
2022-11-20 11:00:00,46,1.01,,450.0,10.3,,2022-11-20 11:00:00
2022-11-23 06:00:00,30,0.3,,318.0,5.5,,2022-11-23 06:00:00
2022-11-24 22:00:00,32,0.4,,546.0,14.7,,2022-11-24 22:00:00
2022-11-26 12:00:00,27,0.47,,621.0,8.6,,2022-11-26 12:00:00
2022-11-27 19:00:00,67,1.28,,682.0,10.6,,2022-11-27 19:00:00
2022-11-30 18:00:00,37,0.72,,829.0,11.4,,2022-11-30 18:00:00
2022-12-02 10:00:00,31,0.78,,691.0,4.9,,2022-12-02 10:00:00
2022-12-03 17:00:00,17,0.65,,552.0,6.2,,2022-12-03 17:00:00
2022-12-04 12:00:00,45,0.68,,518.0,7.4,,2022-12-04 12:00:00
2022-12-07 09:00:00,75,1.52,,588.0,17.6,,2022-12-07 09:00:00
2022-12-10 22:00:00,48,0.52,,468.0,7.2,,2022-12-10 22:00:00
2022-12-13 09:00:00,46,0.43,,385.0,7.3,,2022-12-13 09:00:00
2022-12-16 20:00:00,32,0.57,,318.0,6.5,,2022-12-16 20:00:00
2022-12-18 09:00:00,38,2.09,,344.0,14.4,,2022-12-18 09:00:00
2022-12-20 17:00:00,33,0.61,,426.0,15.2,,2022-12-20 17:00:00
2022-12-22 10:00:00,11,0.41,,441.0,10.1,,2022-12-22 10:00:00
2022-12-22 23:00:00,19,0.25,,530.0,9.5,,2022-12-22 23:00:00
2022-12-23 21:00:00,21,0.84,,627.0,10.1,,2022-12-23 21:00:00
2022-12-24 21:00:00,28,0.62,,726.0,7.5,,2022-12-24 21:00:00
2022-12-26 05:00:00,32,2.86,,635.0,10.3,,2022-12-26 05:00:00
2022-12-27 19:00:00,32,0.79,,532.0,5.8,,2022-12-27 19:00:00
2022-12-29 09:00:00,13,0.32,,443.0,7.3,,2022-12-29 09:00:00
2022-12-29 22:00:00,88,1.16,,612.0,12.2,,2022-12-29 22:00:00
2023-01-03 16:00:00,55,2.47,,433.0,20.0,,2023-01-03 16:00:00
2023-01-06 00:00:00,42,0.83,,453.0,11.5,,2023-01-06 00:00:00
2023-01-10 03:00:00,68,1.26,,426.0,8.8,,2023-01-10 03:00:00
2023-01-13 04:00:00,12,0.62,,413.0,8.3,,2023-01-13 04:00:00
2023-01-13 18:00:00,27,0.88,,540.0,10.0,,2023-01-13 18:00:00
2023-01-15 00:00:00,18,0.6,,486.0,10.9,,2023-01-15 00:00:00
2023-01-15 21:00:00,47,0.78,,521.0,11.7,,2023-01-15 21:00:00
2023-01-17 21:58:00,32,1.62,SSC,445.0,14.9,ICME-shock,2023-01-17 21:58:00
2023-01-19 05:00:00,19,0.48,,423.0,9.8,,2023-01-19 05:00:00
2023-01-20 03:00:00,18,0.95,,444.0,9.6,,2023-01-20 03:00:00
2023-01-20 23:00:00,36,0.79,,503.0,9.0,,2023-01-20 23:00:00
2023-01-23 04:00:00,28,0.72,,516.0,10.9,,2023-01-23 04:00:00
2023-01-25 17:00:00,46,0.8,,574.0,9.4,,2023-01-25 17:00:00
2023-01-28 04:00:00,26,0.42,,552.0,6.5,,2023-01-28 04:00:00
2023-01-29 21:00:00,21,0.34,,465.0,6.2,,2023-01-29 21:00:00
2023-01-30 21:00:00,26,0.53,,484.0,8.6,,2023-01-30 21:00:00
2023-02-01 17:00:00,32,0.75,,413.0,9.8,,2023-02-01 17:00:00
2023-02-03 06:00:00,36,0.51,,382.0,10.9,,2023-02-03 06:00:00
2023-02-05 16:00:00,74,2.41,,611.0,12.0,,2023-02-05 16:00:00
2023-02-09 17:00:00,36,0.83,,526.0,7.1,,2023-02-09 17:00:00
2023-02-14 01:19:00,19,0.77,SSC,395.0,9.8,ICME-shock,2023-02-14 01:19:00
2023-02-14 23:01:00,27,1.79,SSC,354.0,12.8,ICME-shock,2023-02-14 23:01:00
2023-02-16 02:00:00,30,2.03,,528.0,21.9,,2023-02-16 02:00:00
2023-02-20 10:35:00,22,1.95,SSC,459.0,14.3,ICME-shock,2023-02-20 10:35:00
2023-02-21 08:00:00,33,0.91,,440.0,13.5,,2023-02-21 08:00:00
2023-02-22 23:00:00,19,0.29,,565.0,9.1,,2023-02-22 23:00:00
2023-02-23 21:00:00,29,0.89,,661.0,9.9,,2023-02-23 21:00:00
2023-02-26 19:23:00,13,1.52,SSC,683.0,15.7,ICME-shock,2023-02-26 19:23:00
2023-02-27 10:00:00,32,2.8,,846.0,15.8,,2023-02-27 10:00:00
2023-03-01 00:00:00,20,0.41,,695.0,6.8,,2023-03-01 00:00:00
2023-03-02 12:00:00,38,0.59,,680.0,10.0,,2023-03-02 12:00:00
2023-03-05 07:00:00,36,0.37,,657.0,7.5,,2023-03-05 07:00:00
2023-03-08 20:00:00,30,0.48,,431.0,8.4,,2023-03-08 20:00:00
2023-03-10 06:00:00,34,0.64,,403.0,8.2,,2023-03-10 06:00:00
2023-03-11 22:00:00,44,0.58,,389.0,9.1,,2023-03-11 22:00:00
2023-03-14 05:00:00,20,0.48,,425.0,13.8,,2023-03-14 05:00:00
2023-03-15 04:27:00,16,2.49,SSC,556.0,23.3,ICME-shock,2023-03-15 04:27:00
2023-03-15 22:00:00,36,0.92,,559.0,11.5,,2023-03-15 22:00:00
2023-03-21 12:00:00,28,0.47,,549.0,9.3,,2023-03-21 12:00:00
2023-03-22 20:00:00,14,0.56,,516.0,7.2,,2023-03-22 20:00:00
2023-03-23 10:00:00,21,3.34,,501.0,20.5,,2023-03-23 10:00:00
2023-03-24 07:00:00,20,0.48,,462.0,13.9,,2023-03-24 07:00:00
2023-03-25 03:00:00,55,0.69,,606.0,9.3,,2023-03-25 03:00:00
2023-03-27 11:00:00,20,0.23,,405.0,7.3,,2023-03-27 11:00:00
2023-03-29 08:00:00,26,0.39,,488.0,9.2,,2023-03-29 08:00:00
2023-03-30 13:00:00,32,0.36,,631.0,8.5,,2023-03-30 13:00:00
2023-04-01 02:00:00,42,0.55,,577.0,6.4,,2023-04-01 02:00:00
2023-04-03 06:00:00,63,0.45,,516.0,6.4,,2023-04-03 06:00:00
2023-04-06 01:00:00,39,0.4,,397.0,6.3,,2023-04-06 01:00:00
2023-04-09 23:00:00,8,0.33,,348.0,9.8,,2023-04-09 23:00:00
2023-04-10 08:00:00,30,0.67,,536.0,12.3,,2023-04-10 08:00:00
2023-04-11 18:00:00,18,0.72,,390.0,6.4,,2023-04-11 18:00:00
2023-04-12 14:00:00,31,0.47,,396.0,9.1,,2023-04-12 14:00:00
2023-04-14 02:00:00,43,1.7,,378.0,7.5,,2023-04-14 02:00:00
2023-04-17 02:00:00,31,0.83,,365.0,8.6,,2023-04-17 02:00:00
2023-04-18 14:02:00,70,1.42,SSC,616.0,17.5,ICME-shock,2023-04-18 14:02:00
2023-04-23 07:00:00,9,0.21,,367.0,11.3,,2023-04-23 07:00:00
2023-04-23 17:38:00,49,6.28,SSC,711.0,33.6,ICME-shock,2023-04-23 17:38:00
2023-04-25 18:00:00,22,0.35,,545.0,6.2,,2023-04-25 18:00:00
2023-04-26 17:00:00,40,0.5,,659.0,9.5,,2023-04-26 17:00:00
2023-04-28 09:00:00,41,0.47,,696.0,5.8,,2023-04-28 09:00:00
2023-04-30 20:00:00,54,0.46,,547.0,5.7,,2023-04-30 20:00:00
2023-05-03 05:00:00,32,0.44,,470.0,5.6,,2023-05-03 05:00:00
2023-05-04 16:00:00,31,0.47,,409.0,5.0,,2023-05-04 16:00:00
2023-05-06 01:29:00,33,0.93,SSC,542.0,17.8,ICME-shock,2023-05-06 01:29:00
2023-05-07 15:45:00,21,2.62,SI,502.0,17.1,weak-impulse,2023-05-07 15:45:00
2023-05-08 13:56:00,32,0.66,SSC,545.0,6.9,ICME-shock,2023-05-08 13:56:00
2023-05-09 22:47:00,53,4.3,SSC,668.0,18.5,ICME-shock,2023-05-09 22:47:00
2023-05-12 06:29:00,31,0.84,SSC,563.0,13.1,ICME-shock,2023-05-12 06:29:00
2023-05-13 18:00:00,15,0.4,,441.0,12.4,,2023-05-13 18:00:00
2023-05-14 11:00:00,31,0.42,,498.0,6.2,,2023-05-14 11:00:00
2023-05-15 22:00:00,78,0.47,,487.0,6.4,,2023-05-15 22:00:00
2023-05-19 07:00:00,12,0.45,,335.0,7.8,,2023-05-19 07:00:00
2023-05-19 19:00:00,41,1.85,,586.0,16.3,,2023-05-19 19:00:00
2023-05-21 12:00:00,20,0.58,,584.0,10.9,,2023-05-21 12:00:00
2023-05-22 09:00:00,24,0.53,,620.0,9.5,,2023-05-22 09:00:00
2023-05-23 09:00:00,94,0.63,,626.0,7.2,,2023-05-23 09:00:00
2023-05-27 22:00:00,36,0.34,,476.0,5.6,,2023-05-27 22:00:00
2023-05-29 10:00:00,33,0.92,,416.0,7.4,,2023-05-29 10:00:00
2023-05-30 20:00:00,27,0.46,,388.0,8.3,,2023-05-30 20:00:00
2023-06-01 00:00:00,48,0.74,,473.0,8.3,,2023-06-01 00:00:00
2023-06-03 01:00:00,24,0.41,,357.0,7.4,,2023-06-03 01:00:00
2023-06-04 01:00:00,27,1.42,,352.0,11.5,,2023-06-04 01:00:00
2023-06-05 06:00:00,63,0.53,,424.0,9.9,,2023-06-05 06:00:00
2023-06-07 23:00:00,44,0.8,,365.0,9.3,,2023-06-07 23:00:00
2023-06-09 20:00:00,25,0.39,,317.0,5.2,,2023-06-09 20:00:00
2023-06-10 23:00:00,76,0.96,,468.0,14.4,,2023-06-10 23:00:00
2023-06-14 04:00:00,32,0.33,,367.0,10.3,,2023-06-14 04:00:00
2023-06-15 13:00:00,63,1.69,,682.0,16.3,,2023-06-15 13:00:00
2023-06-18 06:00:00,23,0.29,,403.0,5.9,,2023-06-18 06:00:00
2023-06-19 06:00:00,53,0.54,,465.0,7.9,,2023-06-19 06:00:00
2023-06-21 11:00:00,24,0.6,,454.0,7.4,,2023-06-21 11:00:00
2023-06-22 11:00:00,30,0.41,,416.0,6.4,,2023-06-22 11:00:00
2023-06-23 19:00:00,22,0.93,,473.0,10.4,,2023-06-23 19:00:00
2023-06-24 18:00:00,25,0.71,,545.0,11.5,,2023-06-24 18:00:00
2023-06-25 20:00:00,80,0.76,,600.0,7.7,,2023-06-25 20:00:00
2023-06-29 05:00:00,21,0.39,,499.0,7.6,,2023-06-29 05:00:00
2023-06-30 03:00:00,70,0.52,,577.0,7.4,,2023-06-30 03:00:00
2023-07-03 03:00:00,37,0.77,,400.0,7.1,,2023-07-03 03:00:00
2023-07-04 17:00:00,18,0.4,,365.0,4.9,,2023-07-04 17:00:00
2023-07-05 13:00:00,31,0.39,,480.0,11.2,,2023-07-05 13:00:00
2023-07-06 21:00:00,77,1.2,,501.0,9.7,,2023-07-06 21:00:00
2023-07-10 04:00:00,33,0.31,,347.0,5.8,,2023-07-10 04:00:00
2023-07-11 16:00:00,25,0.82,,345.0,9.3,,2023-07-11 16:00:00
2023-07-12 19:00:00,15,0.36,,312.0,7.0,,2023-07-12 19:00:00
2023-07-13 12:12:00,4,0.17,SSC,314.0,8.9,ICME-shock,2023-07-13 12:12:00
2023-07-13 16:46:00,20,0.46,SSC,356.0,12.3,ICME-shock,2023-07-13 16:46:00
2023-07-14 16:00:00,50,2.39,,429.0,15.6,,2023-07-14 16:00:00
2023-07-16 19:20:00,16,2.6,SSC,498.0,14.2,ICME-shock,2023-07-16 19:20:00
2023-07-17 13:00:00,75,1.0,,582.0,7.2,,2023-07-17 13:00:00
2023-07-20 16:44:00,23,0.69,SSC,423.0,10.9,ICME-shock,2023-07-20 16:44:00
2023-07-21 19:00:00,48,0.72,,419.0,12.8,,2023-07-21 19:00:00
2023-07-25 22:30:00,64,1.6,SSC,574.0,11.3,ICME-shock,2023-07-25 22:30:00
2023-07-28 16:00:00,27,0.27,,392.0,6.7,,2023-07-28 16:00:00
2023-07-29 20:00:00,56,0.72,,522.0,8.2,,2023-07-29 20:00:00
2023-08-01 06:00:00,10,0.7,,391.0,10.8,,2023-08-01 06:00:00
2023-08-01 16:00:00,40,3.46,,400.0,11.9,,2023-08-01 16:00:00
2023-08-03 09:00:00,21,0.59,,369.0,9.7,,2023-08-03 09:00:00
2023-08-04 08:00:00,18,1.11,,390.0,15.4,,2023-08-04 08:00:00
2023-08-05 02:53:00,46,2.04,SSC,432.0,21.1,ICME-shock,2023-08-05 02:53:00
2023-08-07 02:00:00,11,0.48,,415.0,10.9,,2023-08-07 02:00:00
2023-08-07 13:00:00,76,1.45,,620.0,9.2,,2023-08-07 13:00:00
2023-08-10 17:00:00,114,1.06,,507.0,9.0,,2023-08-10 17:00:00
2023-08-15 14:00:00,19,0.43,,303.0,6.8,,2023-08-15 14:00:00
2023-08-16 10:00:00,42,0.68,,336.0,10.9,,2023-08-16 10:00:00
2023-08-18 04:00:00,31,0.39,,504.0,14.0,,2023-08-18 04:00:00
2023-08-19 12:00:00,67,1.61,,642.0,9.2,,2023-08-19 12:00:00
2023-08-22 10:00:00,49,0.42,,453.0,6.4,,2023-08-22 10:00:00
2023-08-24 13:00:00,37,0.52,,488.0,8.1,,2023-08-24 13:00:00
2023-08-26 03:00:00,26,0.92,,397.0,7.7,,2023-08-26 03:00:00
2023-08-27 09:00:00,32,0.38,,372.0,6.5,,2023-08-27 09:00:00
2023-08-28 18:00:00,53,0.78,,364.0,7.9,,2023-08-28 18:00:00
2023-08-31 00:00:00,16,0.29,,331.0,8.8,,2023-08-31 00:00:00
2023-08-31 17:00:00,25,1.02,,422.0,11.8,,2023-08-31 17:00:00
2023-09-01 20:00:00,90,1.19,,716.0,8.5,,2023-09-01 20:00:00
2023-09-05 15:23:00,22,0.3,SSC,435.0,8.7,ICME-shock,2023-09-05 15:23:00
2023-09-06 13:00:00,46,0.41,,414.0,6.3,,2023-09-06 13:00:00
2023-09-08 13:00:00,22,0.27,,366.0,7.0,,2023-09-08 13:00:00
2023-09-09 11:00:00,34,0.85,,380.0,6.4,,2023-09-09 11:00:00
2023-09-10 22:00:00,35,0.54,,394.0,8.0,,2023-09-10 22:00:00
2023-09-12 11:19:00,1,0.0,SSC,366.0,8.0,ICME-shock,2023-09-12 11:19:00
2023-09-12 12:16:00,17,2.66,SSC,434.0,18.4,ICME-shock,2023-09-12 12:16:00
2023-09-13 05:00:00,24,0.44,,429.0,10.2,,2023-09-13 05:00:00
2023-09-14 05:00:00,69,0.89,,513.0,10.7,,2023-09-14 05:00:00
2023-09-17 02:30:00,22,0.47,SSC,487.0,8.9,ICME-shock,2023-09-17 02:30:00
2023-09-18 02:00:00,11,1.1,,438.0,10.2,,2023-09-18 02:00:00
2023-09-18 13:28:00,78,3.82,SSC,643.0,21.6,ICME-shock,2023-09-18 13:28:00
2023-09-24 20:41:00,39,4.73,SSC,483.0,32.9,ICME-shock,2023-09-24 20:41:00
2023-09-26 12:00:00,30,0.38,,521.0,6.8,,2023-09-26 12:00:00
2023-09-27 19:00:00,26,0.51,,475.0,5.7,,2023-09-27 19:00:00
2023-09-28 22:00:00,14,0.71,,434.0,8.3,,2023-09-28 22:00:00
2023-09-29 13:00:00,37,0.45,,462.0,7.1,,2023-09-29 13:00:00
2023-10-01 02:00:00,25,0.31,,396.0,6.1,,2023-10-01 02:00:00
2023-10-02 03:00:00,32,0.29,,378.0,6.2,,2023-10-02 03:00:00
2023-10-03 11:00:00,31,0.51,,373.0,9.2,,2023-10-03 11:00:00
2023-10-04 18:00:00,26,0.74,,433.0,8.6,,2023-10-04 18:00:00
2023-10-05 20:00:00,48,1.1,,486.0,7.1,,2023-10-05 20:00:00
2023-10-07 20:00:00,33,0.32,,327.0,5.8,,2023-10-07 20:00:00
2023-10-09 07:00:00,45,0.78,,354.0,6.5,,2023-10-09 07:00:00
2023-10-11 06:00:00,31,0.57,,315.0,5.9,,2023-10-11 06:00:00
2023-10-12 13:00:00,18,0.15,,351.0,13.2,,2023-10-12 13:00:00
2023-10-13 07:00:00,113,1.35,,541.0,23.0,,2023-10-13 07:00:00
2023-10-18 03:33:00,45,1.35,SSC,434.0,11.4,ICME-shock,2023-10-18 03:33:00
2023-10-20 02:00:00,43,1.23,,373.0,10.0,,2023-10-20 02:00:00
2023-10-21 23:00:00,15,0.39,,317.0,7.6,,2023-10-21 23:00:00
2023-10-22 14:00:00,24,0.26,,358.0,8.4,,2023-10-22 14:00:00
2023-10-23 15:00:00,31,0.27,,385.0,7.4,,2023-10-23 15:00:00
2023-10-24 23:00:00,23,0.41,,342.0,5.7,,2023-10-24 23:00:00
2023-10-25 22:00:00,53,0.85,,536.0,12.1,,2023-10-25 22:00:00
2023-10-28 04:00:00,29,1.17,,640.0,11.0,,2023-10-28 04:00:00
2023-10-29 12:00:00,8,0.27,,605.0,7.0,,2023-10-29 12:00:00
2023-10-29 20:00:00,93,0.81,,596.0,5.5,,2023-10-29 20:00:00
2023-11-02 18:00:00,44,0.46,,393.0,4.0,,2023-11-02 18:00:00
2023-11-04 15:00:00,18,1.52,,346.0,15.4,,2023-11-04 15:00:00
2023-11-05 09:02:00,27,3.71,SSC,568.0,37.4,ICME-shock,2023-11-05 09:02:00
2023-11-06 13:00:00,118,1.0,,735.0,12.3,,2023-11-06 13:00:00
2023-11-11 16:00:00,13,0.34,,505.0,2.6,,2023-11-11 16:00:00
2023-11-12 06:12:00,34,1.67,SSC,569.0,10.6,ICME-shock,2023-11-12 06:12:00
2023-11-13 16:00:00,21,0.71,,443.0,14.2,,2023-11-13 16:00:00
2023-11-14 14:00:00,13,0.29,,376.0,12.4,,2023-11-14 14:00:00
2023-11-15 03:00:00,31,0.42,,409.0,7.6,,2023-11-15 03:00:00
2023-11-16 11:00:00,39,0.39,,420.0,4.7,,2023-11-16 11:00:00
2023-11-18 02:00:00,23,0.45,,316.0,5.1,,2023-11-18 02:00:00
2023-11-19 03:00:00,23,0.22,,348.0,6.6,,2023-11-19 03:00:00
2023-11-20 03:00:00,24,0.5,,322.0,11.1,,2023-11-20 03:00:00
2023-11-21 04:00:00,18,1.17,,384.0,11.9,,2023-11-21 04:00:00
2023-11-21 22:00:00,70,0.73,,578.0,12.9,,2023-11-21 22:00:00
2023-11-24 20:00:00,11,0.49,,480.0,11.2,,2023-11-24 20:00:00
2023-11-25 08:34:00,113,3.8,SSC,597.0,15.5,ICME-shock,2023-11-25 08:34:00
2023-11-30 02:00:00,22,0.47,,386.0,5.4,,2023-11-30 02:00:00
2023-12-01 00:18:00,9,1.33,SSC,443.0,14.2,ICME-shock,2023-12-01 00:18:00
2023-12-01 09:24:00,56,3.74,SSC,532.0,25.6,ICME-shock,2023-12-01 09:24:00
2023-12-03 18:00:00,101,1.19,,647.0,14.8,,2023-12-03 18:00:00
2023-12-09 13:00:00,47,0.33,,383.0,4.6,,2023-12-09 13:00:00
2023-12-11 12:00:00,20,0.29,,347.0,5.5,,2023-12-11 12:00:00
2023-12-12 08:00:00,38,1.76,,386.0,12.5,,2023-12-12 08:00:00
2023-12-13 23:00:00,36,0.84,,377.0,14.5,,2023-12-13 23:00:00
2023-12-15 11:46:00,42,1.02,SSC,520.0,20.0,ICME-shock,2023-12-15 11:46:00
2023-12-17 07:00:00,37,3.05,,530.0,15.1,,2023-12-17 07:00:00
2023-12-18 20:00:00,67,0.65,,714.0,11.5,,2023-12-18 20:00:00
2023-12-21 15:00:00,43,0.46,,364.0,6.6,,2023-12-21 15:00:00
2023-12-23 10:00:00,50,0.47,,426.0,7.9,,2023-12-23 10:00:00
2023-12-26 01:00:00,33,0.35,,496.0,7.6,,2023-12-26 01:00:00
2023-12-27 10:00:00,37,1.8,,451.0,6.7,,2023-12-27 10:00:00
2023-12-28 23:45:00,23,0.62,SSC,403.0,9.9,ICME-shock,2023-12-28 23:45:00
2023-12-30 00:00:00,23,0.46,,376.0,11.2,,2023-12-30 00:00:00
2023-12-31 02:00:00,22,0.32,,324.0,8.2,,2023-12-31 02:00:00
2024-01-01 06:00:00,18,0.27,,351.0,10.5,,2024-01-01 06:00:00
2024-01-02 01:00:00,28,0.49,,416.0,11.2,,2024-01-02 01:00:00
2024-01-03 05:36:00,10,0.71,SSC,444.0,11.0,ICME-shock,2024-01-03 05:36:00
2024-01-03 15:00:00,68,2.48,,483.0,8.8,,2024-01-03 15:00:00
2024-01-08 09:00:00,111,2.15,,470.0,8.6,,2024-01-08 09:00:00
2024-01-14 03:00:00,20,0.27,,345.0,6.9,,2024-01-14 03:00:00
2024-01-15 05:00:00,41,0.79,,357.0,7.9,,2024-01-15 05:00:00
2024-01-17 21:00:00,77,0.54,,416.0,8.5,,2024-01-17 21:00:00
2024-01-21 13:00:00,16,0.22,,378.0,6.7,,2024-01-21 13:00:00
2024-01-22 14:00:00,21,2.06,,462.0,12.5,,2024-01-22 14:00:00
2024-01-23 14:00:00,38,0.76,,464.0,7.6,,2024-01-23 14:00:00
2024-01-25 05:00:00,27,0.45,,425.0,9.3,,2024-01-25 05:00:00
2024-01-26 08:00:00,31,0.71,,475.0,7.4,,2024-01-26 08:00:00
2024-01-27 16:00:00,26,0.42,,387.0,11.3,,2024-01-27 16:00:00
2024-01-28 19:00:00,17,0.31,,462.0,7.7,,2024-01-28 19:00:00
2024-01-29 12:00:00,62,0.44,,487.0,6.6,,2024-01-29 12:00:00
2024-02-01 06:00:00,38,0.54,,438.0,7.7,,2024-02-01 06:00:00
2024-02-03 01:00:00,22,0.29,,327.0,4.5,,2024-02-03 01:00:00
2024-02-04 10:00:00,26,0.64,,401.0,8.5,,2024-02-04 10:00:00
2024-02-05 13:00:00,59,1.22,,543.0,9.7,,2024-02-05 13:00:00
2024-02-08 01:00:00,39,0.39,,509.0,5.1,,2024-02-08 01:00:00
2024-02-09 18:00:00,11,0.82,,418.0,7.6,,2024-02-09 18:00:00
2024-02-10 06:00:00,12,0.2,,408.0,6.0,,2024-02-10 06:00:00
2024-02-11 02:09:00,30,1.85,SI,732.0,14.8,weak-impulse,2024-02-11 02:09:00
2024-02-12 08:00:00,31,2.52,,517.0,5.8,,2024-02-12 08:00:00
2024-02-13 19:00:00,22,0.96,,461.0,7.1,,2024-02-13 19:00:00
2024-02-14 21:00:00,31,1.01,,466.0,8.8,,2024-02-14 21:00:00
2024-02-16 09:00:00,26,1.16,,413.0,8.9,,2024-02-16 09:00:00
2024-02-17 20:00:00,40,0.51,,349.0,8.2,,2024-02-17 20:00:00
2024-02-20 06:00:00,73,0.8,,347.0,8.9,,2024-02-20 06:00:00
2024-02-24 17:11:00,41,1.31,SSC,436.0,12.7,ICME-shock,2024-02-24 17:11:00
2024-02-26 10:00:00,83,0.98,,443.0,8.2,,2024-02-26 10:00:00
2024-02-29 22:00:00,40,0.51,,404.0,5.2,,2024-02-29 22:00:00
2024-03-03 09:56:00,41,3.25,SSC,407.0,20.0,ICME-shock,2024-03-03 09:56:00
2024-03-05 03:00:00,33,0.6,,441.0,7.5,,2024-03-05 03:00:00
2024-03-06 13:00:00,12,0.11,,408.0,6.7,,2024-03-06 13:00:00
2024-03-07 01:03:00,11,0.18,SSC,414.0,4.5,ICME-shock,2024-03-07 01:03:00
2024-03-07 13:00:00,77,0.48,,506.0,7.6,,2024-03-07 13:00:00
2024-03-10 20:00:00,12,0.36,,419.0,4.6,,2024-03-10 20:00:00
2024-03-11 16:00:00,23,0.19,,405.0,5.4,,2024-03-11 16:00:00
2024-03-12 19:00:00,24,0.49,,397.0,7.4,,2024-03-12 19:00:00
2024-03-13 21:00:00,38,0.65,,440.0,8.7,,2024-03-13 21:00:00
2024-03-15 12:00:00,35,0.29,,422.0,4.7,,2024-03-15 12:00:00
2024-03-17 01:00:00,22,0.49,,355.0,3.9,,2024-03-17 01:00:00
2024-03-18 02:00:00,16,0.61,,308.0,5.9,,2024-03-18 02:00:00
2024-03-18 20:00:00,31,0.69,SSC,384.0,10.4,ICME-shock,2024-03-18 20:00:00
2024-03-20 04:00:00,22,0.89,,373.0,6.2,,2024-03-20 04:00:00
2024-03-21 02:50:00,46,1.22,,376.0,12.7,,2024-03-21 02:50:00
