group_id,repr_time,anchor_onset_time,time_start,time_end,group_span_h,n_trigger_events,n_trigger_stations,trigger_stations,trigger_drop_mean,trigger_drop_max,trigger_A_complex_mean,onset_min,onset_max,min_time_min,min_time_max,n_supported_stations,supported_stations,n_support_only_stations,support_only_stations,mean_supported_drop,median_supported_drop,max_supported_drop,catalog_tier,fd_scope,quality,promoted_from_single_trigger,year,omni_Bz_min,omni_Speed_max,omni_IMF_max,omni_Density_mean,feid_matched,feid_dt_h,feid_magnitude,feid_ons_label,feid_Vmax,feid_Bmax,feid_has_shock,cond_A_bz,cond_B_speed,cond_C_imf,fd_like_confirmed,bz_min,speed_max,imf_max,dv_max,bz_consec_min,imf_consec_min,match_time,month,feid_idx,feid_ons,feid_mag_36h,feid_vmax_36h,feid_bmax_36h,feid_matched_36h,driver,group_span_h_tc,n_trigger_stations_tc,trigger_A_complex_mean_tc,trigger_drop_max_tc,trigger_drop_mean_tc,duration_h,A_complex_mean,drop_max,n_trig_stations,n_sup_stations,delta_t_h
483,2021-01-23 03:44:00,2021-01-23 03:44:00,2021-01-23 03:44:00,2021-01-23 05:14:00,1.5,1,1,JUNG1,3.3243613698808305,3.3243613698808305,3.376812956676941,2021-01-23 03:44:00,2021-01-23 03:44:00,2021-01-23 05:14:00,2021-01-23 05:14:00,2,"JUNG1,KIEL2",1,KIEL2,3.526321772974713,3.526321772974713,3.728282176068595,core,supported_multi_station_candidate,B,True,2021,-4.058833333333333,400.9341666666666,8.2165,10.312848958333332,True,11.733333333333333,0.64,,342.0,7.3,False,True,False,False,True,-5.42,347.5,7.545,27.350000000000023,120.0,0.0,2021-01-23 03:44:00,1,690,,0.64,342.0,7.3,True,unclassified,1.5,1,3.376812956676941,3.3243613698808305,3.3243613698808305,1.5,3.376812956676941,3.3243613698808305,1,2,11.733333333333333
484,2021-01-25 11:52:00,2021-01-25 11:52:00,2021-01-25 11:52:00,2021-01-26 14:14:00,26.366666666666667,1,1,BKSN,4.769408404231843,4.769408404231843,7.278175887359971,2021-01-25 11:52:00,2021-01-25 11:52:00,2021-01-26 14:14:00,2021-01-26 14:14:00,5,"BKSN,JUNG,JUNG1,KIEL2,LMKS",4,"JUNG,JUNG1,KIEL2,LMKS",3.658882499710444,3.61144127284862,4.769408404231843,core,supported_multi_station_candidate,A,True,2021,-7.060666666666666,629.6550000000001,10.382583333333336,6.635901041666667,False,20.866666666666667,,,,,False,True,True,True,True,-9.47,524.75,12.13,133.70000000000005,90.0,216.0,2021-01-25 11:52:00,1,692,,0.67,624.0,10.3,True,unclassified,26.366666666666667,1,7.278175887359971,4.769408404231843,4.769408404231843,26.366666666666667,7.278175887359971,4.769408404231843,1,5,20.866666666666667
485,2021-01-27 20:16:00,2021-01-27 20:16:00,2021-01-27 20:16:00,2021-01-28 07:54:00,11.633333333333333,1,1,JUNG1,5.257911893943953,5.257911893943953,6.261896424435943,2021-01-27 20:16:00,2021-01-27 20:16:00,2021-01-28 07:54:00,2021-01-28 07:54:00,6,"AATB,APTY,JUNG,JUNG1,OULU,ROME",5,"AATB,APTY,JUNG,OULU,ROME",4.038564990727804,4.10538532148101,5.257911893943953,core,supported_multi_station_candidate,A,True,2021,-5.751,629.6550000000001,10.058666666666666,2.867243923611111,False,19.266666666666666,,,,,False,False,True,False,True,-3.875,589.1,5.869999999999999,77.20000000000005,42.0,0.0,2021-01-27 20:16:00,1,693,,0.62,562.0,5.2,True,unclassified,11.633333333333333,1,6.261896424435943,5.257911893943953,5.257911893943953,11.633333333333333,6.261896424435943,5.257911893943953,1,6,19.266666666666666
486,2021-01-31 09:24:00,2021-01-31 09:24:00,2021-01-30 05:16:00,2021-02-02 03:34:00,70.3,6,6,"AATB,APTY,JUNG,JUNG1,KERG,LMKS",3.3939159602935667,4.418879770645999,7.393545798831982,2021-01-30 05:16:00,2021-02-01 05:06:00,2021-01-31 02:38:00,2021-02-02 03:34:00,8,"AATB,APTY,FSMT,JUNG,JUNG1,KERG,LMKS,OULU",2,"FSMT,OULU",3.5773610885202554,3.3492970482080646,5.020480726678565,core,supported_multi_station_candidate,A,False,2021,-4.935333333333333,509.45166666666665,16.97383333333333,9.70441252644954,True,9.4,0.59,,332.0,4.9,False,False,False,False,False,-2.02,316.0,4.905,18.19999999999999,0.0,0.0,2021-01-31 09:24:00,1,694,,0.59,332.0,4.9,True,unclassified,70.3,6,7.393545798831982,4.418879770645999,3.3939159602935667,70.3,7.393545798831982,4.418879770645999,6,8,9.4
487,2021-02-03 14:02:00,2021-02-03 14:02:00,2021-02-02 22:06:00,2021-02-05 02:12:00,52.1,2,2,"JUNG,LMKS",3.057411110335757,3.6995773455573024,4.950663312710224,2021-02-02 22:06:00,2021-02-04 05:58:00,2021-02-03 02:30:00,2021-02-05 02:12:00,5,"AATB,JUNG,JUNG1,KIEL2,LMKS",3,"AATB,JUNG1,KIEL2",2.974573393269508,2.801452986407025,3.903424256395675,core,supported_multi_station_candidate,A,False,2021,-4.935333333333333,596.1775,16.97383333333333,7.144844088482076,False,,,,,,False,False,True,True,True,-7.57,626.4,9.95,106.29999999999995,44.0,316.0,2021-02-03 14:02:00,2,-1,,,,,False,unmatched,52.1,2,4.950663312710224,3.6995773455573024,3.057411110335757,52.1,4.950663312710224,3.6995773455573024,2,5,
488,2021-02-06 20:29:00,2021-02-06 20:29:00,2021-02-05 23:22:00,2021-02-08 17:46:00,66.4,4,4,"AATB,KERG,NEWK,OULU",5.888227903815768,10.320147592132397,5.011731183865665,2021-02-05 23:22:00,2021-02-07 21:40:00,2021-02-06 04:00:00,2021-02-08 17:46:00,5,"AATB,KERG,LMKS,NEWK,OULU",1,LMKS,5.1546184278941665,4.10910107263715,10.320147592132397,core,supported_multi_station_candidate,A,False,2021,-8.238833333333334,543.9866666666666,11.471666666666666,5.6427690972222235,True,6.483333333333333,0.55,,545.0,10.8,False,True,True,True,True,-10.58,507.5,12.765,100.09999999999997,86.0,130.0,2021-02-06 20:29:00,2,696,,0.55,545.0,10.8,True,unclassified,66.4,4,5.011731183865665,10.320147592132397,5.888227903815768,66.4,5.011731183865665,10.320147592132397,4,5,6.483333333333333
489,2021-02-13 14:16:00,2021-02-13 14:16:00,2021-02-13 14:16:00,2021-02-13 15:20:00,1.0666666666666669,1,1,KERG,4.525859838508552,4.525859838508552,7.900210808546868,2021-02-13 14:16:00,2021-02-13 14:16:00,2021-02-13 15:20:00,2021-02-13 15:20:00,2,"AATB,KERG",1,AATB,3.792311125665165,3.792311125665165,4.525859838508552,core,supported_multi_station_candidate,B,True,2021,-4.694833333333333,529.6933333333333,11.425999999999998,7.165338541666666,True,13.266666666666667,0.61,,524.0,10.9,False,True,True,True,True,-8.905000000000001,549.4,14.86,180.29999999999995,88.0,106.0,2021-02-13 14:16:00,2,698,,0.61,524.0,10.9,True,unclassified,1.0666666666666669,1,7.900210808546868,4.525859838508552,4.525859838508552,1.0666666666666669,7.900210808546868,4.525859838508552,1,2,13.266666666666667
490,2021-02-16 00:15:00,2021-02-16 00:15:00,2021-02-15 23:02:00,2021-02-16 19:40:00,20.633333333333333,2,2,"BKSN,KERG",4.800683258889272,5.424515102447264,5.996371834540147,2021-02-15 23:02:00,2021-02-16 01:28:00,2021-02-16 18:58:00,2021-02-16 19:40:00,3,"APTY,BKSN,KERG",1,APTY,4.4743237290426565,4.176851415331279,5.424515102447264,core,supported_multi_station_candidate,B,False,2021,-6.507499999999999,459.1841666666666,10.535333333333334,7.138786458333333,True,6.25,0.5,,431.0,10.6,False,True,True,False,True,-8.065,371.8,10.1,44.25000000000006,76.0,48.0,2021-02-16 00:15:00,2,699,,0.5,431.0,10.6,True,unclassified,20.633333333333333,2,5.996371834540147,5.424515102447264,4.800683258889272,20.633333333333333,5.996371834540147,5.424515102447264,2,3,6.25
491,2021-02-19 17:40:00,2021-02-19 17:40:00,2021-02-19 02:30:00,2021-02-21 18:36:00,64.1,3,3,"JUNG,KERG,KIEL2",4.261229323110334,4.553441537778199,7.456440198664,2021-02-19 02:30:00,2021-02-20 11:20:00,2021-02-20 08:46:00,2021-02-21 18:36:00,12,"AATB,APTY,CALM,DRBS,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,MXCO,OULU",9,"AATB,APTY,CALM,DRBS,FSMT,JUNG1,LMKS,MXCO,OULU",4.322271197330212,4.0927735509314545,9.426424436735198,core,supported_multi_station_candidate,A,False,2021,-8.1745,601.7566666666667,11.745666666666668,6.246149305555555,True,6.666666666666667,1.67,,603.0,12.0,False,True,True,True,True,-9.385,523.2,14.11,139.55000000000007,130.0,650.0,2021-02-19 17:40:00,2,700,,1.67,603.0,12.0,True,unclassified,64.1,3,7.456440198664,4.553441537778199,4.261229323110334,64.1,7.456440198664,4.553441537778199,3,12,6.666666666666667
492,2021-02-22 19:47:00,2021-02-22 19:47:00,2021-02-22 08:30:00,2021-02-24 16:40:00,56.166666666666664,6,6,"BKSN,FSMT,JUNG1,KERG,LMKS,ROME",3.7727991920702504,4.310080388610597,6.1114387501265774,2021-02-22 08:30:00,2021-02-24 11:42:00,2021-02-22 22:28:00,2021-02-24 16:40:00,10,"AATB,BKSN,FSMT,JUNG1,KERG,KIEL2,LMKS,NEWK,OULU,ROME",4,"AATB,KIEL2,NEWK,OULU",4.000631154263436,4.000021628098505,5.14022370558175,core,supported_multi_station_candidate,A,False,2021,-5.281666666666666,601.7566666666667,9.115833333333336,3.964776041666666,True,6.216666666666667,0.45,,597.0,6.3,False,False,True,False,True,-4.32,605.5,5.890000000000001,69.5,12.0,0.0,2021-02-22 19:47:00,2,701,,0.45,597.0,6.3,True,unclassified,56.166666666666664,6,6.1114387501265774,4.310080388610597,3.7727991920702504,56.166666666666664,6.1114387501265774,4.310080388610597,6,10,6.216666666666667
493,2021-02-25 21:38:00,2021-02-25 21:38:00,2021-02-25 21:38:00,2021-02-25 22:28:00,0.8333333333333334,1,1,CALM,8.9700684892608,8.9700684892608,6.087993687269406,2021-02-25 21:38:00,2021-02-25 21:38:00,2021-02-25 22:28:00,2021-02-25 22:28:00,1,CALM,0,,8.9700684892608,8.9700684892608,8.9700684892608,exploratory,single_station_candidate,C,False,2021,-5.281666666666666,511.85166666666663,9.115833333333336,6.080236979166667,True,15.366666666666667,0.38,,462.0,5.6,False,False,True,False,True,-4.76,483.8,5.66,63.900000000000034,58.0,0.0,2021-02-25 21:38:00,2,703,,0.38,462.0,5.6,True,unclassified,0.8333333333333334,1,6.087993687269406,8.9700684892608,8.9700684892608,0.8333333333333334,6.087993687269406,8.9700684892608,1,1,15.366666666666667
494,2021-03-01 03:28:00,2021-03-01 03:28:00,2021-02-28 07:22:00,2021-03-03 18:48:00,83.43333333333334,3,3,"FSMT,JUNG1,KERG",3.4355415574647785,3.760452373028384,9.057048056584724,2021-02-28 07:22:00,2021-03-02 07:10:00,2021-02-28 22:06:00,2021-03-03 18:48:00,4,"BKSN,FSMT,JUNG1,KERG",1,BKSN,3.7777499004372466,3.563841713126831,4.804374929354651,core,supported_multi_station_candidate,A,False,2021,-10.691333333333334,660.9074999999999,13.139333333333331,7.644020833333333,True,4.466666666666667,1.23,,500.0,13.3,False,True,True,True,True,-13.69,509.45,14.255,137.75,126.0,206.0,2021-03-01 03:28:00,3,704,,1.23,500.0,13.3,True,unclassified,83.43333333333334,3,9.057048056584724,3.760452373028384,3.4355415574647785,83.43333333333334,9.057048056584724,3.760452373028384,3,4,4.466666666666667
495,2021-03-06 15:58:00,2021-03-06 15:58:00,2021-03-05 14:32:00,2021-03-10 21:22:00,126.83333333333331,5,5,"AATB,JUNG1,KIEL2,LMKS,OULU",3.544105667739617,4.438396130804982,9.565581858510036,2021-03-05 14:32:00,2021-03-09 13:40:00,2021-03-05 16:44:00,2021-03-10 21:22:00,7,"AATB,APTY,JUNG1,KERG,KIEL2,LMKS,OULU",2,"APTY,KERG",3.5929812799628684,3.5176633207586847,4.438396130804982,core,supported_multi_station_candidate,A,False,2021,-3.48075,582.215,10.124833333333331,5.705769649122806,True,14.966666666666667,0.88,,581.0,10.1,False,False,True,True,True,-9.365,605.0,11.885,173.04999999999995,52.0,146.0,2021-03-06 15:58:00,3,706,,0.88,581.0,10.1,True,unclassified,126.83333333333331,5,9.565581858510036,4.438396130804982,3.544105667739617,126.83333333333331,9.565581858510036,4.438396130804982,5,7,14.966666666666667
496,2021-03-13 11:14:00,2021-03-13 11:14:00,2021-03-13 01:50:00,2021-03-15 04:24:00,50.56666666666667,3,3,"AATB,JUNG1,LMKS",3.6112465880960554,4.707581693117801,6.921328437991252,2021-03-13 01:50:00,2021-03-13 20:44:00,2021-03-13 15:46:00,2021-03-15 04:24:00,8,"AATB,DRBS,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS",5,"DRBS,FSMT,JUNG,KERG,KIEL2",3.773291855778932,3.4195146292382903,5.19963107865251,core,supported_multi_station_candidate,A,False,2021,-7.5455,579.4033333333333,12.746,8.116583333333333,True,13.233333333333333,0.91,,580.0,12.5,False,False,True,True,True,-11.06,494.7000000000001,14.41,122.20000000000005,38.0,458.0,2021-03-13 11:14:00,3,708,,0.91,580.0,12.5,True,unclassified,50.56666666666667,3,6.921328437991252,4.707581693117801,3.6112465880960554,50.56666666666667,6.921328437991252,4.707581693117801,3,8,13.233333333333333
497,2021-03-20 14:34:00,2021-03-20 14:34:00,2021-03-19 04:48:00,2021-03-22 19:26:00,86.63333333333334,9,9,"APTY,BKSN,DRBS,FSMT,JUNG,JUNG1,KERG,NEWK,OULU",4.350961882922394,5.354205744875338,6.180698000292107,2021-03-19 04:48:00,2021-03-21 16:08:00,2021-03-20 01:38:00,2021-03-22 19:26:00,11,"AATB,APTY,BKSN,DRBS,FSMT,JUNG,JUNG1,KERG,LMKS,NEWK,OULU",2,"AATB,LMKS",4.133145796027471,4.03670025636056,5.354205744875338,core,supported_multi_station_candidate,A,False,2021,-10.22675,673.2216666666667,21.04175,8.16998256501182,True,13.566666666666666,1.63,,653.0,17.5,False,True,True,True,True,-14.79,677.7,22.995,222.59999999999997,68.0,530.0,2021-03-20 14:34:00,3,711,,1.63,653.0,17.5,True,unclassified,86.63333333333334,9,6.180698000292107,5.354205744875338,4.350961882922394,86.63333333333334,6.180698000292107,5.354205744875338,9,11,13.566666666666666
498,2021-03-26 05:25:00,2021-03-26 05:25:00,2021-03-26 04:00:00,2021-03-27 17:48:00,37.8,2,2,"BKSN,LMKS",4.14245723181207,4.908530090062091,3.722284609596784,2021-03-26 04:00:00,2021-03-26 06:50:00,2021-03-26 18:24:00,2021-03-27 17:48:00,2,"BKSN,LMKS",0,,4.14245723181207,4.14245723181207,4.908530090062091,core,supported_multi_station_candidate,B,False,2021,-6.762666666666666,468.56083333333333,8.165166666666668,6.219320760233919,True,8.416666666666666,0.42,,469.0,6.0,False,True,True,False,True,-6.02,479.75,7.0600000000000005,95.95,68.0,0.0,2021-03-26 05:25:00,3,715,,0.42,469.0,6.0,True,unclassified,37.8,2,3.722284609596784,4.908530090062091,4.14245723181207,37.8,3.722284609596784,4.908530090062091,2,2,8.416666666666666
499,2021-03-30 19:14:00,2021-03-30 19:14:00,2021-03-30 15:42:00,2021-03-31 20:54:00,29.2,2,2,"DRBS,NEWK",5.52678051721483,5.646704633638023,10.695299766124169,2021-03-30 15:42:00,2021-03-30 22:46:00,2021-03-30 20:46:00,2021-03-31 20:54:00,6,"AATB,APTY,DRBS,FSMT,KERG,NEWK",4,"AATB,APTY,FSMT,KERG",4.2056864317058,4.252300764085213,5.646704633638023,core,supported_multi_station_candidate,A,False,2021,-4.071666666666667,412.2896666666667,8.1485,6.773874999999999,True,1.2333333333333334,0.55,,412.0,8.2,False,False,True,False,True,-4.02,393.7999999999999,6.74,87.39999999999998,20.0,0.0,2021-03-30 19:14:00,3,717,,0.55,412.0,8.2,True,unclassified,29.2,2,10.695299766124169,5.646704633638023,5.52678051721483,29.2,10.695299766124169,5.646704633638023,2,6,1.2333333333333334
500,2021-04-02 11:44:00,2021-04-02 11:44:00,2021-04-02 11:44:00,2021-04-03 00:02:00,12.3,1,1,JUNG,3.145609987518478,3.145609987518478,9.265023388508348,2021-04-02 11:44:00,2021-04-02 11:44:00,2021-04-03 00:02:00,2021-04-03 00:02:00,5,"FSMT,JUNG,JUNG1,KIEL2,LMKS",4,"FSMT,JUNG1,KIEL2,LMKS",3.601414693591104,3.67012217292489,3.9938534817451754,core,supported_multi_station_candidate,A,True,2021,-3.869666666666667,412.2896666666667,9.083833333333333,6.17809468482906,True,1.7333333333333334,0.73,,392.0,8.9,False,False,True,True,True,-5.96,402.3,8.995000000000001,60.60000000000002,20.0,74.0,2021-04-02 11:44:00,4,718,,0.73,392.0,8.9,True,unclassified,12.3,1,9.265023388508348,3.145609987518478,3.145609987518478,12.3,9.265023388508348,3.145609987518478,1,5,1.7333333333333334
501,2021-04-05 00:34:00,2021-04-05 00:34:00,2021-04-04 18:36:00,2021-04-06 13:52:00,43.266666666666666,2,2,"DRBS,KERG",4.0322827856902705,4.634401980957277,3.7527985648902016,2021-04-04 18:36:00,2021-04-05 06:32:00,2021-04-06 04:32:00,2021-04-06 13:52:00,5,"AATB,DRBS,JUNG,JUNG1,KERG",3,"AATB,JUNG,JUNG1",3.5582561519937728,3.4558804426982395,4.634401980957277,core,supported_multi_station_candidate,A,False,2021,-7.411166666666667,389.09083333333336,8.777166666666666,8.268175347222222,True,6.566666666666666,0.73,,337.0,8.8,False,False,False,False,False,-5.12,315.3,5.745,19.69999999999999,8.0,0.0,2021-04-05 00:34:00,4,719,,0.73,337.0,8.8,True,unclassified,43.266666666666666,2,3.7527985648902016,4.634401980957277,4.0322827856902705,43.266666666666666,3.7527985648902016,4.634401980957277,2,5,6.566666666666666
502,2021-04-12 22:54:00,2021-04-12 22:54:00,2021-04-12 22:54:00,2021-04-13 00:38:00,1.7333333333333334,1,1,LMKS,3.1001115510510706,3.1001115510510706,11.483796548129089,2021-04-12 22:54:00,2021-04-12 22:54:00,2021-04-13 00:38:00,2021-04-13 00:38:00,2,"BKSN,LMKS",1,BKSN,4.248391783607191,4.248391783607191,5.396672016163311,core,supported_multi_station_candidate,B,True,2021,-3.955666666666666,450.435,7.001,7.310839930555555,True,10.9,0.41,,379.0,4.5,False,False,True,False,True,-3.48,383.75,5.79,33.55000000000001,18.0,0.0,2021-04-12 22:54:00,4,723,,0.41,379.0,4.5,True,unclassified,1.7333333333333334,1,11.483796548129089,3.1001115510510706,3.1001115510510706,1.7333333333333334,11.483796548129089,3.1001115510510706,1,2,10.9
503,2021-04-17 00:18:00,2021-04-17 00:18:00,2021-04-15 22:00:00,2021-04-20 00:18:00,98.3,5,5,"APTY,ATHN,BKSN,FSMT,LMKS",4.440804831399502,6.28871614114327,7.06094184788877,2021-04-15 22:00:00,2021-04-18 13:24:00,2021-04-16 17:30:00,2021-04-20 00:18:00,6,"APTY,ATHN,BKSN,FSMT,KERG,LMKS",1,KERG,4.287533683877516,4.009799176143876,6.28871614114327,core,supported_multi_station_candidate,A,False,2021,-8.160166666666667,671.9216666666667,12.181666666666668,6.550044270833333,True,13.3,1.12,,654.0,12.2,False,True,True,True,True,-9.825,588.4,12.7,147.39999999999998,86.0,634.0,2021-04-17 00:18:00,4,726,,1.12,654.0,12.2,True,unclassified,98.3,5,7.06094184788877,6.28871614114327,4.440804831399502,98.3,7.06094184788877,6.28871614114327,5,6,13.3
504,2021-04-23 00:08:00,2021-04-23 00:08:00,2021-04-22 03:04:00,2021-04-25 17:16:00,86.2,4,4,"APTY,DRBS,KERG,LMKS",7.984314592786103,22.137164904807477,14.578514083359124,2021-04-22 03:04:00,2021-04-24 15:14:00,2021-04-22 12:48:00,2021-04-25 17:16:00,4,"APTY,DRBS,KERG,LMKS",0,,7.984314592786103,3.63277498339524,22.137164904807477,core,supported_multi_station_candidate,A,False,2021,-6.673500000000001,573.0266666666666,9.614833333333332,4.794193115707822,True,16.866666666666667,0.36,,489.0,9.8,False,False,True,False,True,-3.815,426.4,4.49,37.69999999999993,20.0,0.0,2021-04-23 00:08:00,4,729,,0.36,489.0,9.8,True,unclassified,86.2,4,14.578514083359124,22.137164904807477,7.984314592786103,86.2,14.578514083359124,22.137164904807477,4,4,16.866666666666667
505,2021-04-30 13:02:00,2021-04-30 13:02:00,2021-04-30 08:54:00,2021-05-01 16:12:00,31.3,4,4,"AATB,DRBS,KERG,KIEL2",8.106696966190531,21.75950177008266,13.66953568718041,2021-04-30 08:54:00,2021-05-01 00:26:00,2021-04-30 11:48:00,2021-05-01 16:12:00,5,"AATB,DRBS,KERG,KIEL2,LMKS",1,LMKS,6.9466697613259,3.5905637581282366,21.75950177008266,core,supported_multi_station_candidate,A,False,2021,-5.9485,376.4483333333334,10.482833333333334,9.144556591321564,True,2.966666666666667,0.54,,351.0,8.4,False,True,True,True,True,-6.575,361.45,8.95,62.150000000000034,90.0,120.0,2021-04-30 13:02:00,4,734,,0.54,351.0,8.4,True,unclassified,31.3,4,13.66953568718041,21.75950177008266,8.106696966190531,31.3,13.66953568718041,21.75950177008266,4,5,2.966666666666667
506,2021-05-03 12:26:00,2021-05-03 12:26:00,2021-05-03 12:26:00,2021-05-04 14:20:00,25.9,1,1,LMKS,2.6052532826671073,2.6052532826671073,8.158076252711629,2021-05-03 12:26:00,2021-05-03 12:26:00,2021-05-04 14:20:00,2021-05-04 14:20:00,1,LMKS,0,,2.6052532826671073,2.6052532826671073,2.6052532826671073,exploratory,single_station_candidate,C,False,2021,-4.4735000000000005,476.82666666666665,11.092333333333332,7.211368923611111,True,14.433333333333334,0.66,,475.0,11.3,False,False,True,True,True,-5.76,478.7,12.95,85.94999999999999,22.0,444.0,2021-05-03 12:26:00,5,736,,0.66,475.0,11.3,True,unclassified,25.9,1,8.158076252711629,2.6052532826671073,2.6052532826671073,25.9,8.158076252711629,2.6052532826671073,1,1,14.433333333333334
507,2021-05-06 14:40:00,2021-05-06 14:40:00,2021-05-05 14:04:00,2021-05-08 06:00:00,63.93333333333333,5,5,"APTY,DRBS,KERG,LMKS,NEWK",7.010311846010143,22.728643936759305,7.996681380340368,2021-05-05 14:04:00,2021-05-07 16:52:00,2021-05-05 18:16:00,2021-05-08 06:00:00,9,"AATB,APTY,DRBS,JUNG1,KERG,KIEL2,LMKS,NEWK,OULU",4,"AATB,JUNG1,KIEL2,OULU",5.46089551401879,3.3698819925287395,22.728643936759305,core,supported_multi_station_candidate,A,False,2021,-3.5223333333333335,430.8883333333333,6.298333333333333,5.009837673611112,False,,,,,,False,False,False,False,False,-4.2,354.35,6.105,28.850000000000023,48.0,0.0,2021-05-06 14:40:00,5,-1,,,,,False,unmatched,63.93333333333333,5,7.996681380340368,22.728643936759305,7.010311846010143,63.93333333333333,7.996681380340368,22.728643936759305,5,9,
508,2021-05-12 03:28:00,2021-05-12 03:28:00,2021-05-08 23:30:00,2021-05-14 23:30:00,144.0,5,5,"FSMT,JUNG,JUNG1,LMKS,NEWK",3.820017185604739,4.986517997461472,6.051481590376268,2021-05-08 23:30:00,2021-05-14 02:44:00,2021-05-10 06:16:00,2021-05-14 23:30:00,6,"FSMT,JUNG,JUNG1,KERG,LMKS,NEWK",1,KERG,3.7192077276420896,3.669843146185257,4.986517997461472,core,supported_multi_station_candidate,A,False,2021,-17.631083333333333,512.5675,20.203333333333333,7.063608506944443,True,3.15,1.24,SSC,511.0,20.6,True,False,True,True,True,-11.095,459.2,22.98,143.3,26.0,90.0,2021-05-12 03:28:00,5,738,SSC,1.24,511.0,20.6,True,SSC,144.0,5,6.051481590376268,4.986517997461472,3.820017185604739,144.0,6.051481590376268,4.986517997461472,5,6,3.15
509,2021-05-17 17:32:00,2021-05-17 17:32:00,2021-05-17 07:00:00,2021-05-19 04:02:00,45.03333333333333,7,7,"AATB,APTY,BKSN,FSMT,JUNG,JUNG1,OULU",4.2103045184602,5.316878572693501,7.2634366360774845,2021-05-17 07:00:00,2021-05-18 08:04:00,2021-05-17 21:36:00,2021-05-19 04:02:00,13,"AATB,APTY,BKSN,DRBS,FSMT,JUNG,JUNG1,KERG,KIEL2,LMKS,MXCO,NANM,OULU",6,"DRBS,KERG,KIEL2,LMKS,MXCO,NANM",5.153498831855984,4.578148322869822,12.233195373299267,core,supported_multi_station_candidate,A,False,2021,-6.426,428.06166666666667,9.34925,7.231117491827169,True,0.5333333333333333,0.61,,396.0,9.1,False,False,True,False,True,-6.63,411.5,8.18,77.70000000000005,56.0,6.0,2021-05-17 17:32:00,5,741,,0.61,396.0,9.1,True,unclassified,45.03333333333333,7,7.2634366360774845,5.316878572693501,4.2103045184602,45.03333333333333,7.2634366360774845,5.316878572693501,7,13,0.5333333333333333
510,2021-05-20 05:54:00,2021-05-20 05:54:00,2021-05-20 05:54:00,2021-05-20 07:36:00,1.7,1,1,ROME,5.931041494069246,5.931041494069246,5.257418144355671,2021-05-20 05:54:00,2021-05-20 05:54:00,2021-05-20 07:36:00,2021-05-20 07:36:00,2,"NANM,ROME",1,NANM,5.847515056546385,5.847515056546385,5.931041494069246,core,supported_multi_station_candidate,B,True,2021,-9.457,579.3583333333333,13.506666666666666,8.15229532967033,True,4.1,0.5,,577.0,13.9,False,True,True,True,True,-14.245,410.3,17.725,68.75000000000006,106.0,124.0,2021-05-20 05:54:00,5,743,,0.5,577.0,13.9,True,unclassified,1.7,1,5.257418144355671,5.931041494069246,5.931041494069246,1.7,5.257418144355671,5.931041494069246,1,2,4.1
511,2021-05-21 05:12:00,2021-05-21 05:12:00,2021-05-21 05:12:00,2021-05-22 01:08:00,19.933333333333337,1,1,LMKS,4.268612478736864,4.268612478736864,7.1039357907082055,2021-05-21 05:12:00,2021-05-21 05:12:00,2021-05-22 01:08:00,2021-05-22 01:08:00,1,LMKS,0,,4.268612478736864,4.268612478736864,4.268612478736864,exploratory,single_station_candidate,C,False,2021,-9.457,579.3583333333333,13.506666666666666,6.956410989079175,False,19.2,,,,,False,False,True,False,True,-7.255,601.8,10.435,120.79999999999995,22.0,28.0,2021-05-21 05:12:00,5,743,,0.5,577.0,13.9,True,unclassified,19.933333333333337,1,7.1039357907082055,4.268612478736864,4.268612478736864,19.933333333333337,7.1039357907082055,4.268612478736864,1,1,19.2
512,2021-05-23 00:21:00,2021-05-23 00:21:00,2021-05-22 13:24:00,2021-05-25 01:04:00,59.666666666666664,6,6,"AATB,APTY,JUNG,JUNG1,LMKS,OULU",4.069383986847012,5.411750689600899,5.4069637579226795,2021-05-22 13:24:00,2021-05-24 06:06:00,2021-05-23 20:34:00,2021-05-25 01:04:00,7,"AATB,APTY,JUNG,JUNG1,KIEL2,LMKS,OULU",1,KIEL2,4.120363386749882,4.041588664173173,5.411750689600899,core,supported_multi_station_candidate,A,False,2021,-1.5598333333333334,579.1304166666666,4.2603333333333335,2.587762544622476,False,,,,,,False,False,True,False,True,-2.95,454.7,3.795,43.849999999999966,0.0,0.0,2021-05-23 00:21:00,5,-1,,,,,False,unmatched,59.666666666666664,6,5.4069637579226795,5.411750689600899,4.069383986847012,59.666666666666664,5.4069637579226795,5.411750689600899,6,7,
